trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
87,False,"{'a': 0.2, 'e': 0.418951549247639}",30,0,-70.49161625815314,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
88,False,"{'a': 0.2, 'e': 0.4147829116815814}",25,1,-31.252209896228425,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
89,False,"{'a': 0.2, 'e': 0.4106557527523455}",30,7,2.8084849819501367,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
90,False,"{'a': 0.2, 'e': 0.4065696597405991}",20,0,-60.43424224112091,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
91,False,"{'a': 0.2, 'e': 0.40252422403363597}",20,9,-16.27627878721452,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
92,False,"{'a': 0.2, 'e': 0.39851904108451414}",25,0,22.257516069527558,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
93,False,"{'a': 0.2, 'e': 0.3945537103716011}",30,9,8.691052938003002,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.2, 'e': 0.3906278353585211}",25,20,7.789745437350223,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.2, 'e': 0.3867410234545012}",25,18,10.394655354444126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.2, 'e': 0.38289288597511206}",25,7,-26.952172369158536,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
97,False,"{'a': 0.2, 'e': 0.37908303810339883}",20,0,-50.77025704117864,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
98,False,"{'a': 0.2, 'e': 0.37531109885139957}",20,0,-55.59891598196744,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",1
99,False,"{'a': 0.2, 'e': 0.3715766910220457}",30,13,5.780737477836853,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.2, 'e': 0.36787944117144233}",25,12,-2.9619125350748705,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.2, 'e': 0.3642189795715233}",20,13,11.412445451088981,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.2, 'e': 0.3605949401730783}",20,9,-23.42196348697263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
