trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
789,False,"{'a': 0.2, 'e': 0.4542988670756955}",30,17,2.4361243190021895,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
790,False,"{'a': 0.2, 'e': 0.45384479528235583}",20,15,-3.0467754611968285,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
791,False,"{'a': 0.2, 'e': 0.4533911773338492}",20,4,-56.07076475692484,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 1}",1
792,False,"{'a': 0.2, 'e': 0.4529380127765577}",30,0,-13.540327707258738,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
793,False,"{'a': 0.2, 'e': 0.4524853011573167}",20,0,-26.641106865313795,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
794,False,"{'a': 0.2, 'e': 0.45203304202341466}",20,12,2.333194157434704,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
795,False,"{'a': 0.2, 'e': 0.4515812349225922}",20,13,13.258059388103092,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.2, 'e': 0.45112987940304233}",25,0,12.336387910815965,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
797,False,"{'a': 0.2, 'e': 0.4506789750134095}",30,5,-60.311815823380144,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",1
798,False,"{'a': 0.2, 'e': 0.45022852130278923}",25,0,-35.23081572704619,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
799,False,"{'a': 0.2, 'e': 0.44977851782072775}",20,5,1.2439907992590242,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
800,False,"{'a': 0.2, 'e': 0.44932896411722156}",20,15,-1.1674473453798515,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.2, 'e': 0.448879859742717}",30,0,-124.67994737481392,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 3}",0
802,False,"{'a': 0.2, 'e': 0.4484312042481095}",25,0,-34.54948341040529,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
803,False,"{'a': 0.2, 'e': 0.44798299718474366}",25,0,-76.991979175378,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
804,False,"{'a': 0.2, 'e': 0.44753523810441237}",20,0,23.269846038332087,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.2, 'e': 0.4470879265593564}",25,0,3.9166564108823145,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
806,False,"{'a': 0.2, 'e': 0.44664106210226434}",20,4,-27.106816621312902,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
807,False,"{'a': 0.2, 'e': 0.44619464428627154}",25,12,-27.99629857590074,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
